,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,0,10001007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001007.0,24750066
1,2,0,10007127,0,0.0,0.0,0.0,10007127.0,0.0,0.0,0.0,0.0,10001007.0,24750066
2,3,0,9996459,0,0.0,0.0,0.0,4995980.0,0.0,5000479.0,0.0,0.0,10001007.0,24750066
3,4,0,0,0,0.0,0.0,0.0,5000479.0,0.0,0.0,0.0,0.0,10001007.0,24750066
4,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001007.0,24750066
5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001007.0,24750066
6,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001007.0,24750066
7,8,0,10000888,0,0.0,0.0,0.0,5001368.0,0.0,4999520.0,0.0,0.0,10001007.0,24750066
8,9,0,10003868,0,0.0,0.0,0.0,10000787.0,0.0,5002601.0,0.0,0.0,10001007.0,24750066
9,10,0,0,0,0.0,0.0,0.0,0.0,0.0,5002601.0,0.0,0.0,10001007.0,24750066
10,11,0,0,0,0.0,0.0,0.0,5002601.0,0.0,0.0,0.0,0.0,10001007.0,24750066
11,12,0,9999531,0,0.0,0.0,0.0,4998920.0,0.0,5000611.0,0.0,0.0,10001007.0,24750066
12,13,0,0,0,0.0,0.0,0.0,0.0,0.0,5000611.0,0.0,0.0,10001007.0,24750066
13,14,0,0,0,0.0,0.0,0.0,5000611.0,0.0,0.0,0.0,0.0,10001007.0,24750066
14,15,0,9997786,0,0.0,0.0,0.0,4994367.0,0.0,5003419.0,0.0,0.0,10001007.0,24750066
15,16,0,0,0,0.0,0.0,0.0,5003419.0,0.0,0.0,0.0,0.0,10001007.0,24750066
16,17,10003977,0,0,5007790.0,0.0,4996187.0,0.0,0.0,0.0,0.0,0.0,10001007.0,24750066
17,18,0,0,0,0.0,0.0,4996187.0,0.0,0.0,0.0,0.0,0.0,10001007.0,24750066
18,19,0,0,9999924,0.0,0.0,4996187.0,0.0,0.0,0.0,0.0,0.0,20000931.0,24750066
19,20,10002140,9998261,0,0.0,0.0,14998327.0,4996965.0,0.0,5001296.0,0.0,0.0,20000931.0,24750066
20,21,0,0,0,0.0,0.0,14998327.0,5001296.0,0.0,0.0,0.0,0.0,20000931.0,24750066
21,22,0,0,0,0.0,0.0,14998327.0,0.0,0.0,0.0,0.0,0.0,20000931.0,24750066
22,23,0,9998822,0,0.0,0.0,14998327.0,4996592.0,0.0,5002230.0,0.0,0.0,20000931.0,24750066
23,24,0,0,0,9990537.0,0.0,5007790.0,0.0,0.0,5002230.0,0.0,0.0,20000931.0,24750066
24,25,0,10000878,0,0.0,0.0,5007790.0,0.0,0.0,15003108.0,0.0,0.0,20000931.0,24750066
25,26,0,0,0,0.0,0.0,5007790.0,0.0,0.0,15003108.0,0.0,0.0,20000931.0,24750066
